	date	message_from_name	email_mentioned_person	email_from_party
13567	2015-07-19	Lucy Watson	Lucy	NDP
13568	2015-07-19	Lucy Watson	Lucy Watson	NDP
13569	2015-07-19	Anne McGrath	Mike	NDP
13570	2015-07-19	Anne McGrath	Tom Mulcair	NDP
13571	2015-07-19	Anne McGrath	Shaun Majumder	NDP
13572	2015-07-19	Anne McGrath	Tom Mulcair	NDP
13573	2015-07-19	Anne McGrath	Anne	NDP
13574	2015-07-19	Anne McGrath	Anne McGrath	NDP
13575	2015-07-19	George Soule	Mike	NDP
13576	2015-07-19	George Soule	Jack Layton	NDP
13577	2015-07-19	George Soule	Tom	NDP
13578	2015-07-19	George Soule	Tom	NDP
13579	2015-07-19	George Soule	George	NDP
13580	2015-07-19	George Soule	George Soule	NDP
13581	2015-07-20	Alexandra Morrison-Butler	Mike	NDP
13582	2015-07-20	Alexandra Morrison-Butler	Alexandra	NDP
13583	2015-07-20	Alexandra Morrison-Butler	Tom	NDP
13584	2015-07-20	Alexandra Morrison-Butler	Tom	NDP
13585	2015-07-20	Alexandra Morrison-Butler	Alexandra Morrison-Butler	NDP
13586	2015-07-20	NDP	Mike	NDP
13587	2015-07-20	NDP	Tom	NDP
13588	2015-07-20	NDP	Tom	NDP
13589	2015-07-20	NDP	Tom Mulcair	NDP
13590	2015-07-20	Dave Hare	Mike	NDP
13591	2015-07-20	Dave Hare	Stephen Harper	NDP
13592	2015-07-20	Dave Hare	Tom	NDP
13593	2015-07-20	Dave Hare	Stephen Harper's	NDP
13594	2015-07-20	Dave Hare	Stephen Harper's	NDP
13595	2015-07-20	Dave Hare	Tom	NDP
13596	2015-07-20	Dave Hare	Dave	NDP
13597	2015-07-20	Dave Hare	Dave Hare	NDP
13598	2015-07-21	Brad Lavigne	Mike	NDP
13599	2015-07-21	Brad Lavigne	Tom Mulcair	NDP
13600	2015-07-21	Brad Lavigne	Stephen Harper	NDP
13601	2015-07-21	Brad Lavigne	Tom	NDP
13602	2015-07-21	Brad Lavigne	Tom	NDP
13603	2015-07-21	Brad Lavigne	Stephen Harper	NDP
13604	2015-07-21	Brad Lavigne	Stephen Harper's	NDP
13605	2015-07-21	Brad Lavigne	Tom	NDP
13606	2015-07-21	Brad Lavigne	Tom	NDP
13607	2015-07-21	Brad Lavigne	Brad	NDP
13608	2015-07-21	Brad Lavigne	Brad Lavigne	NDP
13609	2015-07-21	NDP	Tom	NDP
13610	2015-07-21	Lucy Watson	Mike	NDP
13611	2015-07-21	Lucy Watson	Tom	NDP
13612	2015-07-21	Lucy Watson	Tom Mulcair	NDP
13613	2015-07-21	Lucy Watson	Stephen Harper's	NDP
13614	2015-07-21	Lucy Watson	Tom	NDP
13615	2015-07-21	Lucy Watson	Stephen Harper	NDP
13616	2015-07-21	Lucy Watson	Tom	NDP
13617	2015-07-21	Lucy Watson	Lucy	NDP
13618	2015-07-21	Lucy Watson	Lucy Watson	NDP
13619	2015-07-21	Tom Mulcair	Mike	NDP
13620	2015-07-21	Tom Mulcair	Mike	NDP
13621	2015-07-21	Tom Mulcair	Tom	NDP
13622	2015-07-21	Tom Mulcair	Tom Mulcair	NDP
13623	2015-07-22	NDP	Air Mulcair	NDP
13624	2015-07-22	NDP	Tom	NDP
13625	2015-07-22	NDP	Tom Mulcair	NDP
13626	2015-07-23	Ethan Rabidoux	Mike	NDP
13627	2015-07-23	Ethan Rabidoux	Stephen Harper	NDP
13628	2015-07-23	Ethan Rabidoux	Tom Mulcair's	NDP
13629	2015-07-23	Ethan Rabidoux	Stephen Harper	NDP
13630	2015-07-23	Ethan Rabidoux	Stephen Harper	NDP
13631	2015-07-23	Ethan Rabidoux	Stephen Harper's	NDP
13632	2015-07-23	Ethan Rabidoux	Stephen Harper	NDP
13633	2015-07-23	Ethan Rabidoux	Tom Mulcair	NDP
13634	2015-07-23	Ethan Rabidoux	Ethan	NDP
13635	2015-07-23	Ethan Rabidoux	Ethan Rabidoux Candidate	NDP
13636	2015-07-24	Paul Dewar	Mike	NDP
13637	2015-07-24	Paul Dewar	Ella	NDP
13638	2015-07-24	Paul Dewar	Stephen Harper	NDP
13639	2015-07-24	Paul Dewar	Ella	NDP
13640	2015-07-24	Paul Dewar	Paul	NDP
13641	2015-07-24	Paul Dewar	Paul Dewar	NDP
13642	2015-07-24	Paul Dewar	Paul	NDP
13643	2015-07-24	Paul Dewar	Pierre Poilievre's	NDP
13644	2015-07-24	Paul Dewar	Ella	NDP
13645	2015-07-24	Paul Dewar	Ella	NDP
13646	2015-07-24	Paul Dewar	Stephen Harper's	NDP
13647	2015-07-26	Anne McGrath	Mike	NDP
13648	2015-07-26	Anne McGrath	Tom	NDP
13649	2015-07-26	Anne McGrath	Tom Mulcair	NDP
13650	2015-07-26	Anne McGrath	Tom Mulcair	NDP
13651	2015-07-26	Anne McGrath	Stephen Harper	NDP
13652	2015-07-26	Anne McGrath	Anne	NDP
13653	2015-07-26	Anne McGrath	Anne McGrath	NDP
13654	2015-07-28	Olivia Chow	Mike	NDP
13655	2015-07-28	Olivia Chow	Stephen Harper's	NDP
13656	2015-07-28	Olivia Chow	Tom Mulcair	NDP
13657	2015-07-28	Olivia Chow	Stephen Harper	NDP
13658	2015-07-28	Olivia Chow	Jack	NDP
13659	2015-07-28	Olivia Chow	Tom Mulcair	NDP
13660	2015-07-28	Olivia Chow	Stephen Harper	NDP
13661	2015-07-28	Olivia Chow	Olivia	NDP
13662	2015-07-28	Olivia Chow	Olivia Chow	NDP
13663	2015-07-28	NDP	Olivia Chow	NDP
13664	2015-07-28	NDP	Tom	NDP
13665	2015-07-28	NDP	Mulcair	NDP
13666	2015-07-28	NDP	Tom Mulcair	NDP
13667	2015-07-29	Dave Hare	Mike	NDP
13668	2015-07-29	Dave Hare	Stephen Harper	NDP
13669	2015-07-29	Dave Hare	Stephen Harper's	NDP
13670	2015-07-29	Dave Hare	Stephen Harper	NDP
13671	2015-07-29	Dave Hare	Mike	NDP
13672	2015-07-29	Dave Hare	Dave	NDP
13673	2015-07-29	Dave Hare	Dave Hare	NDP
13674	2015-07-29	Lucy Watson	Mike	NDP
13675	2015-07-29	Lucy Watson	Dave	NDP
13676	2015-07-29	Lucy Watson	Stephen Harper	NDP
13677	2015-07-29	Lucy Watson	Tom Mulcair	NDP
13678	2015-07-29	Lucy Watson	Tom Mulcair	NDP
13679	2015-07-29	Lucy Watson	Stephen Harper	NDP
13680	2015-07-29	Lucy Watson	Lucy	NDP
13681	2015-07-29	Lucy Watson	Lucy Watson	NDP
13682	2015-07-30	NDP	Harper	NDP
13683	2015-07-30	NDP	Tom Mulcair	NDP
13684	2015-07-30	NDP	Harper	NDP
13685	2015-07-30	NDP	Mike	NDP
13686	2015-07-30	NDP	Anne McGrath	NDP
13687	2015-07-30	Brad Lavigne	Mike	NDP
13688	2015-07-30	Brad Lavigne	Stephen Harper	NDP
13689	2015-07-30	Brad Lavigne	Stephen Harper	NDP
13690	2015-07-30	Brad Lavigne	Stephen Harper	NDP
13691	2015-07-30	Brad Lavigne	Harper	NDP
13692	2015-07-30	Brad Lavigne	Tom Mulcair	NDP
13693	2015-07-30	Brad Lavigne	Brad	NDP
13694	2015-07-30	Brad Lavigne	Brad Lavigne	NDP
13695	2015-07-30	NDP	Stephen Harper	NDP
13696	2015-07-31	NDP	Stephen Harper	NDP
13697	2015-07-31	NDP	Long	NDP
13698	2015-07-31	NDP	Mail	NDP
13699	2015-07-31	Anne McGrath	Mike	NDP
13700	2015-07-31	Anne McGrath	Stephen Harper	NDP
13701	2015-07-31	Anne McGrath	Stephen Harper	NDP
13702	2015-07-31	Anne McGrath	Anne	NDP
13703	2015-07-31	Anne McGrath	Anne McGrath	NDP
13704	2015-08-01	NDP	Harper	NDP
13705	2015-08-02	Lucy Watson	Mike	NDP
13706	2015-08-02	Lucy Watson	Stephen Harper	NDP
13707	2015-08-02	Lucy Watson	Stephen Harper	NDP
13708	2015-08-02	Lucy Watson	Tom Mulcair	NDP
13709	2015-08-02	Lucy Watson	Lucy	NDP
13710	2015-08-02	Lucy Watson	Lucy Watson	NDP
13711	2015-08-02	NDP Election Headquarters	Mike	NDP
13712	2015-08-02	NDP Election Headquarters	Stephen Harper	NDP
13713	2015-08-02	NDP Election Headquarters	Tom Mulcair's	NDP
13714	2015-08-02	NDP Election Headquarters	Tom	NDP
13715	2015-08-02	Tom Mulcair	Mike	NDP
13716	2015-08-02	Tom Mulcair	Stephen Harper	NDP
13717	2015-08-02	Tom Mulcair	Catherine	NDP
13718	2015-08-02	Tom Mulcair	Stephen Harper's	NDP
13719	2015-08-02	Tom Mulcair	Tom	NDP
13720	2015-08-02	Tom Mulcair	Tom Mulcair	NDP
13721	2015-08-03	NDP	Tom Mulcair	NDP
13722	2015-08-03	NDP	Stephen Harper	NDP
13723	2015-08-03	NDP	Tom	NDP
13724	2015-08-03	NDP	Tom	NDP
13725	2015-08-03	Jill Marzetti	Mike	NDP
13726	2015-08-03	Jill Marzetti	Tom Mulcair's	NDP
13727	2015-08-03	Jill Marzetti	Jill	NDP
13728	2015-08-03	Jill Marzetti	Jill Marzetti	NDP
13729	2015-08-04	Anne McGrath	Mike	NDP
13730	2015-08-04	Anne McGrath	Tom Mulcair	NDP
13731	2015-08-04	Anne McGrath	Stephen Harper	NDP
13732	2015-08-04	Anne McGrath	Tom	NDP
13733	2015-08-04	Anne McGrath	Stephen Harper	NDP
13734	2015-08-04	Anne McGrath	Stephen Harper	NDP
13735	2015-08-04	Anne McGrath	Tom	NDP
13736	2015-08-04	Anne McGrath	Stephen Harper's	NDP
13737	2015-08-04	Anne McGrath	Anne	NDP
13738	2015-08-04	Anne McGrath	Anne McGrath	NDP
13739	2015-08-04	Dave Hare	Mike	NDP
13740	2015-08-04	Dave Hare	Stephen Harper	NDP
13741	2015-08-04	Dave Hare	Stephen Harper	NDP
13742	2015-08-04	Dave Hare	Stephen Harper	NDP
13743	2015-08-04	Dave Hare	Dave	NDP
13744	2015-08-04	Dave Hare	Dave Hare	NDP
13745	2015-08-05	NDP	Stephen Harper's	NDP
13746	2015-08-05	NDP	Tom Mulcair's	NDP
13747	2015-08-05	NDP	Tom	NDP
13748	2015-08-07	Tom Mulcair	Mike	NDP
13749	2015-08-07	Tom Mulcair	Stephen Harper's	NDP
13750	2015-08-07	Tom Mulcair	Stephen Harper	NDP
13751	2015-08-07	Tom Mulcair	Tom	NDP
13752	2015-08-07	Tom Mulcair	Tom Mulcair	NDP
13753	2015-08-07	Rebecca Blaikie	Mike	NDP
13754	2015-08-07	Rebecca Blaikie	Tom Mulcair	NDP
13755	2015-08-07	Rebecca Blaikie	Stephen Harper	NDP
13756	2015-08-07	Rebecca Blaikie	Tom	NDP
13757	2015-08-07	Rebecca Blaikie	Mulcair	NDP
13758	2015-08-07	Rebecca Blaikie	- Emmett Macfarlane	NDP
13759	2015-08-07	Rebecca Blaikie	Mulcair	NDP
13760	2015-08-07	Rebecca Blaikie	- Andrew Coyne	NDP
13761	2015-08-07	Rebecca Blaikie	Mulcair	NDP
13762	2015-08-07	Rebecca Blaikie	Rachel Ward	NDP
13763	2015-08-07	Rebecca Blaikie	Stephen Harper's	NDP
13764	2015-08-07	Rebecca Blaikie	Tom	NDP
13765	2015-08-07	Rebecca Blaikie	Mulcair	NDP
13766	2015-08-07	Rebecca Blaikie	- Michael Taube	NDP
13767	2015-08-07	Rebecca Blaikie	Stephen Harper's	NDP
13768	2015-08-07	Rebecca Blaikie	Tom	NDP
13769	2015-08-07	Rebecca Blaikie	Stephen Harper	NDP
13770	2015-08-07	Rebecca Blaikie	Tom Mulcair	NDP
13771	2015-08-07	Rebecca Blaikie	Rebecca	NDP
13772	2015-08-07	Rebecca Blaikie	Rebecca Blaikie	NDP
13773	2015-08-07	NDP Truth Team	Mike	NDP
13774	2015-08-07	NDP Truth Team	Stephen Harper's	NDP
13775	2015-08-07	NDP Truth Team	Harper	NDP
13776	2015-08-07	NDP Truth Team	Stephen Harper	NDP
13777	2015-08-07	NDP Truth Team	Tom	NDP
13778	2015-08-07	NDP Truth Team	Stephen Harper's	NDP
13779	2015-08-07	NDP Truth Team	Stephen Harper	NDP
13780	2015-08-07	NDP Truth Team	Stephen Harper	NDP
13781	2015-08-07	NDP Truth Team	Stephen Harper	NDP
13782	2015-08-07	NDP Truth Team	Tom	NDP
13783	2015-08-07	NDP Truth Team	Stephen Harper	NDP
13784	2015-08-07	NDP Truth Team	Stephen Harper's	NDP
13785	2015-08-07	NDP Truth Team	Harper	NDP
13786	2015-08-07	NDP Truth Team	Stephen Harper's	NDP
13787	2015-08-07	NDP Truth Team	Stephen Harper	NDP
13788	2015-08-08	NDP	Tom Mulcair	NDP
13789	2015-08-08	NDP	Stephen Harper	NDP
13790	2015-08-08	NDP	Tom Mulcair	NDP
13791	2015-08-08	NDP	Chomedey High	NDP
13792	2015-08-08	NDP	Tom	NDP
13793	2015-08-08	NDP	Harper	NDP
13794	2015-08-08	NDP	Stephen Harper	NDP
13795	2015-08-09	Dave Hare	Mike	NDP
13796	2015-08-09	Dave Hare	Stephen Harper	NDP
13797	2015-08-09	Dave Hare	Mike	NDP
13798	2015-08-09	Dave Hare	Mike Official	NDP
13799	2015-08-09	Dave Hare	Stephen Harper	NDP
13800	2015-08-09	Dave Hare	Stephen Harper's	NDP
13801	2015-08-09	Dave Hare	Harper	NDP
13802	2015-08-09	Dave Hare	Dave	NDP
13803	2015-08-09	Dave Hare	Dave Hare	NDP
13804	2015-08-09	NDP	Mike	NDP
13805	2015-08-09	NDP	Tom Mulcair	NDP
13806	2015-08-10	Anne McGrath	Mike	NDP
13807	2015-08-10	Anne McGrath	Tom Mulcair	NDP
13808	2015-08-10	Anne McGrath	Tom	NDP
13809	2015-08-10	Anne McGrath	Catherine	NDP
13810	2015-08-10	Anne McGrath	Tom	NDP
13811	2015-08-10	Anne McGrath	Anne	NDP
13812	2015-08-10	Anne McGrath	Anne McGrath	NDP
13813	2015-08-10	Anne McGrath	Tom Mulcair's	NDP
13814	2015-08-10	Ben Lewis	Mike	NDP
13815	2015-08-10	Ben Lewis	David Lewis	NDP
13816	2015-08-10	Ben Lewis	Stephen Harper	NDP
13817	2015-08-10	Ben Lewis	Ben	NDP
13818	2015-08-10	Ben Lewis	Tom	NDP
13819	2015-08-10	Ben Lewis	Tom Mulcair's	NDP
13820	2015-08-10	Lucy Watson	Mike	NDP
13821	2015-08-10	Lucy Watson	Stephen Harper	NDP
13822	2015-08-10	Lucy Watson	Tom Mulcair	NDP
13823	2015-08-10	Lucy Watson	Tom	NDP
13824	2015-08-10	Lucy Watson	Lucy	NDP
13825	2015-08-10	Lucy Watson	Lucy Watson	NDP
13826	2015-08-10	Lucy Watson	Tom Mulcair's	NDP
13827	2015-08-11	NDP	Mike	NDP
13828	2015-08-11	NDP	Tom	NDP
13829	2015-08-11	NDP	Tom	NDP
13830	2015-08-11	NDP	Tom Mulcair's	NDP
13831	2015-08-11	Tom Mulcair	Mike	NDP
13832	2015-08-11	Tom Mulcair	Catherine	NDP
13833	2015-08-11	Tom Mulcair	Tom	NDP
13834	2015-08-11	Tom Mulcair	Tom Mulcair	NDP
13835	2015-08-11	Tom Mulcair	Tom Mulcair's	NDP
13836	2015-08-11	NDP	Tom Mulcair	NDP
13837	2015-08-11	NDP	Tom Mulcair's	NDP
13838	2015-08-12	Michael Roy	Mike	NDP
13839	2015-08-12	Michael Roy	Nigel Wright	NDP
13840	2015-08-12	Michael Roy	Duffy	NDP
13841	2015-08-12	Michael Roy	Harper	NDP
13842	2015-08-12	Michael Roy	Duffy	NDP
13843	2015-08-12	Michael Roy	Wright	NDP
13844	2015-08-12	Michael Roy	Stephen Harper	NDP
13845	2015-08-12	Michael Roy	Stephen Harper	NDP
13846	2015-08-12	Michael Roy	Stephen Harper	NDP
13847	2015-08-12	Michael Roy	Harper	NDP
13848	2015-08-12	Michael Roy	Harper	NDP
13849	2015-08-12	Michael Roy	Stephen Harper	NDP
13850	2015-08-12	Michael Roy	Michael	NDP
13851	2015-08-12	Michael Roy	Michael Roy	NDP
13852	2015-08-12	Danielle Sampson	Mike	NDP
13853	2015-08-12	Danielle Sampson	Stephen Harper's	NDP
13854	2015-08-12	Danielle Sampson	Tom Mulcair	NDP
